Candidate,Poll_Percent,Date,Wikipedia_Traffic,,
Andrew Yang,1.0,06/30/19,19435.0,,
Kirsten Gillibrand,1.0,06/30/19,5932.0,,
Tim Ryan,1.0,06/30/19,305.0,,
Bill de Blasio,.0,06/30/19,8218.0,,
Seth Moulton,.0,06/30/19,1079.0,,
Michael Bennet,.0,06/30/19,5570.0,,
Marianne Williamson,.0,06/30/19,55508.0,,
Mike Gravel,.0,06/30/19,1960.0,,
Wayne Messam,.0,06/30/19,630.0,,
Joe Sestak,.0,06/30/19,1011.0,,
Steve Bullock,.0,06/30/19,18.0,,
Kamala Harris,41.0,06/30/19,217271.0,,
Joe Biden,40.0,06/30/19,18993.0,,
Kamala Harris,39.0,06/30/19,217271.0,,
Elizabeth Warren,35.0,06/30/19,15015.0,,
Kamala Harris,34.0,06/30/19,217271.0,,
Joe Biden,41.0,06/30/19,18993.0,,
Elizabeth Warren,36.0,06/30/19,15015.0,,
Joe Biden,41.0,06/30/19,18993.0,,
Elizabeth Warren,40.0,06/30/19,15015.0,,
Joe Biden,22.0,06/30/19,18993.0,,
Kamala Harris,17.0,06/30/19,217271.0,,
Elizabeth Warren,15.0,06/30/19,15015.0,,
Pete Buttigieg,4.0,06/30/19,26624.0,,
Cory Booker,3.0,06/30/19,16078.0,,
Beto O'Rourke,3.0,06/30/19,9851.0,,
Amy Klobuchar,2.0,06/30/19,5013.0,,
Julian Castro,1.0,06/30/19,15253.0,,
Bill de Blasio,1.0,06/30/19,8218.0,,
Tulsi Gabbard,1.0,06/30/19,36812.0,,
Andrew Yang,1.0,06/30/19,19435.0,,
Michael Bennet,.0,06/30/19,5570.0,,
John Delaney,.0,06/30/19,105.0,,
Kirsten Gillibrand,.0,06/30/19,5932.0,,
John Hickenlooper,.0,06/30/19,4297.0,,
Jay Inslee,.0,06/30/19,2006.0,,
Seth Moulton,.0,06/30/19,1079.0,,
Tim Ryan,.0,06/30/19,305.0,,
Marianne Williamson,.0,06/30/19,55508.0,,
Steve Bullock,.0,06/30/19,18.0,,
Wayne Messam,.0,06/30/19,630.0,,
Joe Biden,31.0,06/30/19,18993.0,,
Elizabeth Warren,14.4,06/30/19,15015.0,,
Kamala Harris,16.8,06/30/19,217271.0,,
Pete Buttigieg,5.9,06/30/19,26624.0,,
Cory Booker,2.5,06/30/19,16078.0,,
Beto O'Rourke,2.1,06/30/19,9851.0,,
Julian Castro,1.7,06/30/19,15253.0,,
Andrew Yang,.8,06/30/19,19435.0,,
Amy Klobuchar,.6,06/30/19,5013.0,,
Tulsi Gabbard,.6,06/30/19,36812.0,,
Tim Ryan,.3,06/30/19,305.0,,
Bill de Blasio,.2,06/30/19,8218.0,,
Kirsten Gillibrand,.5,06/30/19,5932.0,,
John Hickenlooper,.4,06/30/19,4297.0,,
John Delaney,.4,06/30/19,105.0,,
Jay Inslee,.2,06/30/19,2006.0,,
Michael Bennet,.5,06/30/19,5570.0,,
Marianne Williamson,.1,06/30/19,55508.0,,
Joe Biden,23.1,06/30/19,18993.0,,
Kamala Harris,14.0,06/30/19,217271.0,,
Elizabeth Warren,23.4,06/30/19,15015.0,,
Pete Buttigieg,7.8,06/30/19,26624.0,,
Beto O'Rourke,1.5,06/30/19,9851.0,,
Cory Booker,1.9,06/30/19,16078.0,,
Amy Klobuchar,1.0,06/30/19,5013.0,,
John Hickenlooper,1.6,06/30/19,4297.0,,
Andrew Yang,2.4,06/30/19,19435.0,,
Jay Inslee,.1,06/30/19,2006.0,,
Kirsten Gillibrand,.7,06/30/19,5932.0,,
Tulsi Gabbard,1.5,06/30/19,36812.0,,
Julian Castro,.3,06/30/19,15253.0,,
Tim Ryan,.1,06/30/19,305.0,,
Marianne Williamson,.4,06/30/19,55508.0,,
Michael Bennet,.6,06/30/19,5570.0,,
Steve Bullock,.1,06/30/19,18.0,,
Bill de Blasio,.1,06/30/19,8218.0,,
John Delaney,.1,06/30/19,105.0,,
Seth Moulton,.3,06/30/19,1079.0,,
Joe Biden,27.0,06/29/19,32294.0,,
Kamala Harris,8.0,06/29/19,269752.0,,
Elizabeth Warren,8.0,06/29/19,21405.0,,
Pete Buttigieg,3.0,06/29/19,51455.0,,
Beto O'Rourke,3.0,06/29/19,12492.0,,
Cory Booker,3.0,06/29/19,16095.0,,
Julian Castro,2.0,06/29/19,16707.0,,
John Hickenlooper,1.0,06/29/19,8641.0,,
Amy Klobuchar,1.0,06/29/19,4782.0,,
Andrew Yang,1.0,06/29/19,35818.0,,
Tulsi Gabbard,1.0,06/29/19,64614.0,,
Tim Ryan,1.0,06/29/19,303.0,,
Jay Inslee,.0,06/29/19,3075.0,,
John Delaney,1.0,06/29/19,98.0,,
Kirsten Gillibrand,1.0,06/29/19,11208.0,,
Bill de Blasio,.0,06/29/19,14268.0,,
Michael Bennet,1.0,06/29/19,12210.0,,
Seth Moulton,.0,06/29/19,1945.0,,
Wayne Messam,.0,06/29/19,881.0,,
Marianne Williamson,.0,06/29/19,113233.0,,
Mike Gravel,.0,06/29/19,2520.0,,
Steve Bullock,.0,06/29/19,31.0,,
Joe Sestak,.0,06/29/19,1320.0,,
Joe Biden,34.0,06/29/19,32294.0,,
Elizabeth Warren,11.0,06/29/19,21405.0,,
Kamala Harris,9.0,06/29/19,269752.0,,
Pete Buttigieg,3.0,06/29/19,51455.0,,
Cory Booker,3.0,06/29/19,16095.0,,
Beto O'Rourke,2.0,06/29/19,12492.0,,
Tulsi Gabbard,2.0,06/29/19,64614.0,,
Amy Klobuchar,1.0,06/29/19,4782.0,,
Julian Castro,1.0,06/29/19,16707.0,,
Andrew Yang,1.0,06/29/19,35818.0,,
John Delaney,1.0,06/29/19,98.0,,
John Hickenlooper,1.0,06/29/19,8641.0,,
Tim Ryan,1.0,06/29/19,303.0,,
Kirsten Gillibrand,1.0,06/29/19,11208.0,,
Wayne Messam,.0,06/29/19,881.0,,
Mike Gravel,.0,06/29/19,2520.0,,
Seth Moulton,.0,06/29/19,1945.0,,
Jay Inslee,.0,06/29/19,3075.0,,
Marianne Williamson,.0,06/29/19,113233.0,,
Joe Biden,33.0,06/28/19,151823.0,,
Kamala Harris,12.0,06/28/19,654510.0,,
Elizabeth Warren,12.0,06/28/19,42693.0,,
Pete Buttigieg,6.0,06/28/19,261255.0,,
Cory Booker,3.0,06/28/19,32024.0,,
Beto O'Rourke,2.0,06/28/19,28921.0,,
Andrew Yang,2.0,06/28/19,225827.0,,
Steve Bullock,1.0,06/28/19,82.0,,
Julian Castro,1.0,06/28/19,38007.0,,
Bill de Blasio,1.0,06/28/19,20552.0,,
John Delaney,1.0,06/28/19,182.0,,
Tulsi Gabbard,1.0,06/28/19,106797.0,,
Kirsten Gillibrand,1.0,06/28/19,106303.0,,
Amy Klobuchar,1.0,06/28/19,10958.0,,
Seth Moulton,1.0,06/28/19,3554.0,,
Tim Ryan,1.0,06/28/19,364.0,,
Michael Bennet,.0,06/28/19,116644.0,,
John Hickenlooper,.0,06/28/19,117852.0,,
Jay Inslee,.0,06/28/19,6729.0,,
Marianne Williamson,.0,06/28/19,646099.0,,
Joe Biden,30.0,06/28/19,151823.0,,
Cory Booker,3.0,06/28/19,32024.0,,
Pete Buttigieg,4.0,06/28/19,261255.0,,
Julian Castro,1.0,06/28/19,38007.0,,
John Delaney,.0,06/28/19,182.0,,
Tulsi Gabbard,1.0,06/28/19,106797.0,,
Kirsten Gillibrand,.0,06/28/19,106303.0,,
Kamala Harris,5.0,06/28/19,654510.0,,
John Hickenlooper,1.0,06/28/19,117852.0,,
Jay Inslee,.0,06/28/19,6729.0,,
Amy Klobuchar,1.0,06/28/19,10958.0,,
Beto O'Rourke,3.0,06/28/19,28921.0,,
Elizabeth Warren,10.0,06/28/19,42693.0,,
Marianne Williamson,.0,06/28/19,646099.0,,
Andrew Yang,1.0,06/28/19,225827.0,,
Mike Gravel,.0,06/28/19,6760.0,,
Wayne Messam,1.0,06/28/19,2451.0,,
Seth Moulton,1.0,06/28/19,3554.0,,
Tim Ryan,1.0,06/28/19,364.0,,
Michael Bennet,1.0,06/28/19,116644.0,,
Steve Bullock,.0,06/28/19,82.0,,
Bill de Blasio,1.0,06/28/19,20552.0,,
Joe Sestak,.0,06/28/19,2866.0,,
Joe Biden,32.5,06/27/19,22586.0,,
Elizabeth Warren,17.0,06/27/19,111914.0,,
Kamala Harris,6.7,06/27/19,25380.0,,
Pete Buttigieg,4.5,06/27/19,27640.0,,
Cory Booker,4.1,06/27/19,161873.0,,
Beto O'Rourke,3.2,06/27/19,111414.0,,
Julian Castro,2.7,06/27/19,189379.0,,
Amy Klobuchar,1.1,06/27/19,54376.0,,
Tim Ryan,.9,06/27/19,2819.0,,
Andrew Yang,1.2,06/27/19,30992.0,,
Kirsten Gillibrand,.5,06/27/19,7200.0,,
Tulsi Gabbard,.6,06/27/19,346740.0,,
Jay Inslee,.6,06/27/19,50228.0,,
Bill de Blasio,.6,06/27/19,114202.0,,
John Delaney,.4,06/27/19,1168.0,,
John Hickenlooper,.4,06/27/19,5429.0,,
Michael Bennet,.4,06/27/19,6230.0,,
Marianne Williamson,.0,06/27/19,28453.0,,
Joe Biden,31.0,06/27/19,22586.0,,
Cory Booker,2.0,06/27/19,161873.0,,
Pete Buttigieg,4.0,06/27/19,27640.0,,
Julian Castro,1.0,06/27/19,189379.0,,
John Delaney,1.0,06/27/19,1168.0,,
Tulsi Gabbard,.0,06/27/19,346740.0,,
Kirsten Gillibrand,1.0,06/27/19,7200.0,,
Kamala Harris,5.0,06/27/19,25380.0,,
John Hickenlooper,1.0,06/27/19,5429.0,,
Jay Inslee,1.0,06/27/19,50228.0,,
Amy Klobuchar,1.0,06/27/19,54376.0,,
Beto O'Rourke,4.0,06/27/19,111414.0,,
Elizabeth Warren,10.0,06/27/19,111914.0,,
Marianne Williamson,.0,06/27/19,28453.0,,
Andrew Yang,1.0,06/27/19,30992.0,,
Mike Gravel,1.0,06/27/19,5414.0,,
Wayne Messam,.0,06/27/19,2949.0,,
Seth Moulton,1.0,06/27/19,3761.0,,
Tim Ryan,1.0,06/27/19,2819.0,,
Michael Bennet,1.0,06/27/19,6230.0,,
Steve Bullock,.0,06/27/19,39.0,,
Bill de Blasio,1.0,06/27/19,114202.0,,
Joe Sestak,.0,06/27/19,3193.0,,
Joe Biden,30.0,06/26/19,11201.0,,
Elizabeth Warren,24.0,06/26/19,19838.0,,
Kamala Harris,7.0,06/26/19,10269.0,,
Pete Buttigieg,7.0,06/26/19,12496.0,,
Beto O'Rourke,3.0,06/26/19,9568.0,,
Cory Booker,2.0,06/26/19,7655.0,,
Andrew Yang,2.0,06/26/19,15980.0,,
Jay Inslee,1.0,06/26/19,3725.0,,
John Hickenlooper,1.0,06/26/19,3187.0,,
Julian Castro,1.0,06/26/19,4727.0,,
Amy Klobuchar,1.0,06/26/19,3815.0,,
Tulsi Gabbard,1.0,06/26/19,16389.0,,
Kirsten Gillibrand,.0,06/26/19,2791.0,,
Michael Bennet,.0,06/26/19,2684.0,,
Bill de Blasio,.0,06/26/19,5215.0,,
Tim Ryan,.0,06/26/19,293.0,,
Steve Bullock,.0,06/26/19,22.0,,
Seth Moulton,.0,06/26/19,3467.0,,
Joe Sestak,.0,06/26/19,3095.0,,
John Delaney,.0,06/26/19,150.0,,
Mike Gravel,.0,06/26/19,2183.0,,
Wayne Messam,.0,06/26/19,1081.0,,
Marianne Williamson,.0,06/26/19,11453.0,,
Joe Biden,29.0,06/26/19,11201.0,,
Elizabeth Warren,9.0,06/26/19,19838.0,,
Kamala Harris,6.0,06/26/19,10269.0,,
Beto O'Rourke,4.0,06/26/19,9568.0,,
Pete Buttigieg,3.0,06/26/19,12496.0,,
Jay Inslee,2.0,06/26/19,3725.0,,
Cory Booker,1.0,06/26/19,7655.0,,
John Delaney,1.0,06/26/19,150.0,,
John Hickenlooper,1.0,06/26/19,3187.0,,
Amy Klobuchar,1.0,06/26/19,3815.0,,
Julian Castro,1.0,06/26/19,4727.0,,
Michael Bennet,1.0,06/26/19,2684.0,,
Andrew Yang,1.0,06/26/19,15980.0,,
Kirsten Gillibrand,1.0,06/26/19,2791.0,,
Marianne Williamson,1.0,06/26/19,11453.0,,
Bill de Blasio,1.0,06/26/19,5215.0,,
Seth Moulton,1.0,06/26/19,3467.0,,
Tulsi Gabbard,.0,06/26/19,16389.0,,
Tim Ryan,.0,06/26/19,293.0,,
Mike Gravel,.0,06/26/19,2183.0,,
Wayne Messam,.0,06/26/19,1081.0,,
Joe Sestak,.0,06/26/19,3095.0,,
Steve Bullock,.0,06/26/19,22.0,,
Joe Biden,35.2,06/26/19,11201.0,,
Elizabeth Warren,12.4,06/26/19,19838.0,,
Pete Buttigieg,6.0,06/26/19,12496.0,,
Kamala Harris,6.1,06/26/19,10269.0,,
Beto O'Rourke,4.1,06/26/19,9568.0,,
Cory Booker,2.7,06/26/19,7655.0,,
Andrew Yang,1.2,06/26/19,15980.0,,
Amy Klobuchar,.9,06/26/19,3815.0,,
Julian Castro,.6,06/26/19,4727.0,,
Kirsten Gillibrand,.6,06/26/19,2791.0,,
Tulsi Gabbard,.4,06/26/19,16389.0,,
John Hickenlooper,.3,06/26/19,3187.0,,
Bill de Blasio,.3,06/26/19,5215.0,,
Tim Ryan,.3,06/26/19,293.0,,
Jay Inslee,.3,06/26/19,3725.0,,
John Delaney,.2,06/26/19,150.0,,
Michael Bennet,.3,06/26/19,2684.0,,
Marianne Williamson,.2,06/26/19,11453.0,,
Michael Bennet,1.0,06/25/19,2047.0,,
Joe Biden,24.0,06/25/19,10613.0,,
Cory Booker,2.0,06/25/19,4435.0,,
Steve Bullock,1.0,06/25/19,19.0,,
Pete Buttigieg,5.0,06/25/19,11988.0,,
Julian Castro,1.0,06/25/19,1867.0,,
Bill de Blasio,1.0,06/25/19,3948.0,,
John Delaney,.0,06/25/19,36.0,,
Tulsi Gabbard,3.0,06/25/19,7000.0,,
Kirsten Gillibrand,1.0,06/25/19,2020.0,,
Mike Gravel,.0,06/25/19,1464.0,,
Kamala Harris,7.0,06/25/19,8427.0,,
John Hickenlooper,.0,06/25/19,1555.0,,
Jay Inslee,.0,06/25/19,2087.0,,
Amy Klobuchar,1.0,06/25/19,1701.0,,
Wayne Messam,.0,06/25/19,934.0,,
Seth Moulton,1.0,06/25/19,1122.0,,
Beto O'Rourke,3.0,06/25/19,5164.0,,
Tim Ryan,.0,06/25/19,146.0,,
Elizabeth Warren,18.0,06/25/19,18317.0,,
Marianne Williamson,.0,06/25/19,4863.0,,
Andrew Yang,1.0,06/25/19,13021.0,,
Joe Biden,32.0,06/25/19,10613.0,,
Elizabeth Warren,11.0,06/25/19,18317.0,,
Pete Buttigieg,9.0,06/25/19,11988.0,,
Kamala Harris,6.0,06/25/19,8427.0,,
Beto O'Rourke,3.0,06/25/19,5164.0,,
Cory Booker,2.0,06/25/19,4435.0,,
Andrew Yang,1.0,06/25/19,13021.0,,
Bill de Blasio,1.0,06/25/19,3948.0,,
Amy Klobuchar,1.0,06/25/19,1701.0,,
John Hickenlooper,1.0,06/25/19,1555.0,,
Jay Inslee,1.0,06/25/19,2087.0,,
Kirsten Gillibrand,.0,06/25/19,2020.0,,
Tulsi Gabbard,.0,06/25/19,7000.0,,
Seth Moulton,.0,06/25/19,1122.0,,
John Delaney,.0,06/25/19,36.0,,
Julian Castro,.0,06/25/19,1867.0,,
Tim Ryan,.0,06/25/19,146.0,,
Michael Bennet,.0,06/25/19,2047.0,,
Marianne Williamson,.0,06/25/19,4863.0,,
Steve Bullock,.0,06/25/19,19.0,,
Mike Gravel,.0,06/25/19,1464.0,,
Wayne Messam,.0,06/25/19,934.0,,
Joe Biden,57.0,06/25/19,10613.0,,
Joe Biden,56.0,06/25/19,10613.0,,
Elizabeth Warren,26.0,06/25/19,18317.0,,
Joe Biden,25.0,06/24/19,9400.0,,
Elizabeth Warren,17.0,06/24/19,13124.0,,
Pete Buttigieg,8.0,06/24/19,18340.0,,
Andrew Yang,5.0,06/24/19,6879.0,,
Tim Ryan,4.0,06/24/19,272.0,,
Cory Booker,3.0,06/24/19,4417.0,,
Marianne Williamson,3.0,06/24/19,5107.0,,
Michael Bennet,2.0,06/24/19,2121.0,,
Kamala Harris,2.0,06/24/19,9454.0,,
Beto O'Rourke,1.0,06/24/19,5547.0,,
Kirsten Gillibrand,1.0,06/24/19,2237.0,,
Julian Castro,.0,06/24/19,1791.0,,
Jay Inslee,.0,06/24/19,1659.0,,
Tulsi Gabbard,.0,06/24/19,5804.0,,
Amy Klobuchar,.0,06/24/19,1430.0,,
Bill de Blasio,.0,06/24/19,3839.0,,
Steve Bullock,.0,06/24/19,20.0,,
John Hickenlooper,.0,06/24/19,1166.0,,
Joe Biden,33.9,06/24/19,9400.0,,
Elizabeth Warren,14.2,06/24/19,13124.0,,
Pete Buttigieg,6.3,06/24/19,18340.0,,
Kamala Harris,7.0,06/24/19,9454.0,,
Beto O'Rourke,1.0,06/24/19,5547.0,,
Cory Booker,2.7,06/24/19,4417.0,,
Mike Gravel,.5,06/24/19,1587.0,,
Amy Klobuchar,.7,06/24/19,1430.0,,
Bill de Blasio,.2,06/24/19,3839.0,,
Kirsten Gillibrand,1.1,06/24/19,2237.0,,
Michael Bennet,.1,06/24/19,2121.0,,
Andrew Yang,.7,06/24/19,6879.0,,
Julian Castro,.1,06/24/19,1791.0,,
John Delaney,.4,06/24/19,27.0,,
Jay Inslee,.7,06/24/19,1659.0,,
Tim Ryan,.2,06/24/19,272.0,,
Tulsi Gabbard,.2,06/24/19,5804.0,,
Seth Moulton,.1,06/24/19,952.0,,
Marianne Williamson,.2,06/24/19,5107.0,,
John Hickenlooper,.2,06/24/19,1166.0,,
Steve Bullock,.0,06/24/19,20.0,,
Wayne Messam,.0,06/24/19,652.0,,
Joe Biden,34.0,06/24/19,9400.0,,
Elizabeth Warren,11.0,06/24/19,13124.0,,
Kamala Harris,6.0,06/24/19,9454.0,,
Pete Buttigieg,6.0,06/24/19,18340.0,,
Beto O'Rourke,4.0,06/24/19,5547.0,,
Cory Booker,2.0,06/24/19,4417.0,,
Andrew Yang,1.0,06/24/19,6879.0,,
Jay Inslee,1.0,06/24/19,1659.0,,
Amy Klobuchar,1.0,06/24/19,1430.0,,
Bill de Blasio,1.0,06/24/19,3839.0,,
Wayne Messam,1.0,06/24/19,652.0,,
Tulsi Gabbard,1.0,06/24/19,5804.0,,
Seth Moulton,1.0,06/24/19,952.0,,
Steve Bullock,.4,06/24/19,20.0,,
Julian Castro,.4,06/24/19,1791.0,,
John Hickenlooper,.4,06/24/19,1166.0,,
Tim Ryan,.3,06/24/19,272.0,,
Marianne Williamson,.3,06/24/19,5107.0,,
Mike Gravel,.3,06/24/19,1587.0,,
John Delaney,.3,06/24/19,27.0,,
Kirsten Gillibrand,.3,06/24/19,2237.0,,
Michael Bennet,.2,06/24/19,2121.0,,
Joe Biden,47.4,06/23/19,11620.0,,
Cory Booker,3.2,06/23/19,6646.0,,
Pete Buttigieg,8.4,06/23/19,16260.0,,
Kamala Harris,6.2,06/23/19,10420.0,,
Beto O'Rourke,1.8,06/23/19,4402.0,,
Elizabeth Warren,11.8,06/23/19,10356.0,,
Joe Biden,38.0,06/23/19,11620.0,,
Elizabeth Warren,13.0,06/23/19,10356.0,,
Pete Buttigieg,7.0,06/23/19,16260.0,,
Kamala Harris,6.0,06/23/19,10420.0,,
Beto O'Rourke,4.0,06/23/19,4402.0,,
Cory Booker,3.0,06/23/19,6646.0,,
Andrew Yang,2.0,06/23/19,6488.0,,
Michael Bennet,1.0,06/23/19,1352.0,,
Steve Bullock,1.0,06/23/19,39.0,,
Julian Castro,1.0,06/23/19,1793.0,,
Bill de Blasio,1.0,06/23/19,4145.0,,
John Delaney,1.0,06/23/19,34.0,,
Tulsi Gabbard,1.0,06/23/19,6947.0,,
Kirsten Gillibrand,1.0,06/23/19,1816.0,,
John Hickenlooper,1.0,06/23/19,1468.0,,
Jay Inslee,1.0,06/23/19,1187.0,,
Amy Klobuchar,1.0,06/23/19,1311.0,,
Tim Ryan,1.0,06/23/19,269.0,,
Seth Moulton,.0,06/23/19,803.0,,
Marianne Williamson,.0,06/23/19,5902.0,,
Joe Biden,50.0,06/21/19,15245.0,,
Elizabeth Warren,7.0,06/21/19,9261.0,,
Kamala Harris,5.1,06/21/19,6977.0,,
Pete Buttigieg,2.4,06/21/19,8281.0,,
Cory Booker,1.6,06/21/19,10699.0,,
Michael Bennet,.8,06/21/19,1513.0,,
Amy Klobuchar,.8,06/21/19,2035.0,,
John Delaney,.8,06/21/19,27.0,,
Beto O'Rourke,.8,06/21/19,3788.0,,
Bill de Blasio,.7,06/21/19,3748.0,,
Andrew Yang,.5,06/21/19,6204.0,,
Marianne Williamson,.4,06/21/19,8766.0,,
John Hickenlooper,.3,06/21/19,1372.0,,
Steve Bullock,.2,06/21/19,19.0,,
Elizabeth Warren,22.0,06/21/19,9261.0,,
Kamala Harris,8.0,06/21/19,6977.0,,
Joe Biden,24.0,06/21/19,15245.0,,
Pete Buttigieg,13.0,06/21/19,8281.0,,
Andrew Yang,1.0,06/21/19,6204.0,,
Beto O'Rourke,2.0,06/21/19,3788.0,,
Julian Castro,1.0,06/21/19,1210.0,,
Tulsi Gabbard,1.0,06/21/19,5045.0,,
John Delaney,.0,06/21/19,27.0,,
Amy Klobuchar,1.0,06/21/19,2035.0,,
Kirsten Gillibrand,.0,06/21/19,2266.0,,
Marianne Williamson,.0,06/21/19,8766.0,,
Bill de Blasio,.0,06/21/19,3748.0,,
Cory Booker,2.0,06/21/19,10699.0,,
Michael Bennet,.0,06/21/19,1513.0,,
Tim Ryan,.0,06/21/19,69.0,,
Jay Inslee,.0,06/21/19,770.0,,
John Hickenlooper,1.0,06/21/19,1372.0,,
Mike Gravel,.0,06/21/19,1300.0,,
Seth Moulton,.0,06/21/19,722.0,,
Steve Bullock,.0,06/21/19,19.0,,
Wayne Messam,.0,06/21/19,566.0,,
Joe Biden,27.0,06/20/19,20839.0,,
Elizabeth Warren,20.0,06/20/19,11600.0,,
Pete Buttigieg,17.0,06/20/19,9619.0,,
Kamala Harris,4.0,06/20/19,10941.0,,
Cory Booker,5.0,06/20/19,12420.0,,
Beto O'Rourke,1.0,06/20/19,4454.0,,
Andrew Yang,1.0,06/20/19,6954.0,,
Amy Klobuchar,2.0,06/20/19,2949.0,,
John Delaney,2.0,06/20/19,23.0,,
Mike Gravel,1.0,06/20/19,1656.0,,
Tulsi Gabbard,1.0,06/20/19,5496.0,,
Julian Castro,1.0,06/20/19,1826.0,,
Seth Moulton,1.0,06/20/19,966.0,,
Bill de Blasio,.0,06/20/19,6111.0,,
Kirsten Gillibrand,.0,06/20/19,2410.0,,
Jay Inslee,.0,06/20/19,985.0,,
Steve Bullock,.0,06/20/19,17.0,,
Tim Ryan,.0,06/20/19,400.0,,
Marianne Williamson,.0,06/20/19,19777.0,,
John Hickenlooper,.0,06/20/19,2730.0,,
Wayne Messam,.0,06/20/19,472.0,,
Joe Biden,24.0,06/20/19,20839.0,,
Elizabeth Warren,21.0,06/20/19,11600.0,,
Pete Buttigieg,14.0,06/20/19,9619.0,,
Kamala Harris,3.0,06/20/19,10941.0,,
Cory Booker,.0,06/20/19,12420.0,,
Beto O'Rourke,4.0,06/20/19,4454.0,,
Andrew Yang,1.0,06/20/19,6954.0,,
Amy Klobuchar,1.0,06/20/19,2949.0,,
John Delaney,1.0,06/20/19,23.0,,
Mike Gravel,1.0,06/20/19,1656.0,,
Tulsi Gabbard,1.0,06/20/19,5496.0,,
Julian Castro,.0,06/20/19,1826.0,,
Seth Moulton,.0,06/20/19,966.0,,
Bill de Blasio,.0,06/20/19,6111.0,,
Kirsten Gillibrand,.0,06/20/19,2410.0,,
Jay Inslee,1.0,06/20/19,985.0,,
Steve Bullock,.0,06/20/19,17.0,,
Tim Ryan,.0,06/20/19,400.0,,
Marianne Williamson,.0,06/20/19,19777.0,,
John Hickenlooper,.0,06/20/19,2730.0,,
Wayne Messam,.0,06/20/19,472.0,,
Joe Biden,39.0,06/20/19,20839.0,,
Elizabeth Warren,15.0,06/20/19,11600.0,,
Pete Buttigieg,11.0,06/20/19,9619.0,,
Kamala Harris,9.0,06/20/19,10941.0,,
Cory Booker,5.0,06/20/19,12420.0,,
Beto O'Rourke,5.0,06/20/19,4454.0,,
Andrew Yang,2.0,06/20/19,6954.0,,
Amy Klobuchar,.0,06/20/19,2949.0,,
John Delaney,.0,06/20/19,23.0,,
Mike Gravel,.0,06/20/19,1656.0,,
Tulsi Gabbard,.0,06/20/19,5496.0,,
Julian Castro,.0,06/20/19,1826.0,,
Seth Moulton,.0,06/20/19,966.0,,
Bill de Blasio,1.0,06/20/19,6111.0,,
Kirsten Gillibrand,.0,06/20/19,2410.0,,
Jay Inslee,.0,06/20/19,985.0,,
Steve Bullock,1.0,06/20/19,17.0,,
Tim Ryan,1.0,06/20/19,400.0,,
Marianne Williamson,.0,06/20/19,19777.0,,
John Hickenlooper,.0,06/20/19,2730.0,,
Wayne Messam,.0,06/20/19,472.0,,
Michael Bennet,1.0,06/18/19,1546.0,,
Joe Biden,26.0,06/18/19,12718.0,,
Cory Booker,2.0,06/18/19,3007.0,,
Steve Bullock,1.0,06/18/19,20.0,,
Pete Buttigieg,9.0,06/18/19,13323.0,,
Julian Castro,1.0,06/18/19,1876.0,,
Bill de Blasio,1.0,06/18/19,3493.0,,
John Delaney,1.0,06/18/19,27.0,,
Tulsi Gabbard,1.0,06/18/19,5389.0,,
Kirsten Gillibrand,1.0,06/18/19,2840.0,,
Mike Gravel,.0,06/18/19,1738.0,,
Kamala Harris,7.0,06/18/19,6074.0,,
John Hickenlooper,.0,06/18/19,1141.0,,
Jay Inslee,.0,06/18/19,1142.0,,
Amy Klobuchar,1.0,06/18/19,2766.0,,
Wayne Messam,.0,06/18/19,671.0,,
Seth Moulton,.0,06/18/19,1029.0,,
Beto O'Rourke,4.0,06/18/19,5104.0,,
Tim Ryan,.0,06/18/19,92.0,,
Elizabeth Warren,14.0,06/18/19,9594.0,,
Marianne Williamson,.0,06/18/19,4826.0,,
Andrew Yang,1.0,06/18/19,9225.0,,
Joe Biden,33.0,06/17/19,12919.0,,
Pete Buttigieg,15.0,06/17/19,17900.0,,
Elizabeth Warren,15.0,06/17/19,13505.0,,
Kamala Harris,7.0,06/17/19,6600.0,,
Beto O'Rourke,3.0,06/17/19,4212.0,,
Andrew Yang,3.0,06/17/19,6805.0,,
Cory Booker,2.0,06/17/19,3569.0,,
Amy Klobuchar,2.0,06/17/19,1421.0,,
Julian Castro,1.0,06/17/19,1074.0,,
Wayne Messam,1.0,06/17/19,710.0,,
Mike Gravel,.0,06/17/19,1845.0,,
Marianne Williamson,.0,06/17/19,4965.0,,
John Hickenlooper,.0,06/17/19,1061.0,,
Tulsi Gabbard,.0,06/17/19,5931.0,,
Seth Moulton,.0,06/17/19,882.0,,
John Delaney,.0,06/17/19,31.0,,
Tim Ryan,.0,06/17/19,60.0,,
Kirsten Gillibrand,.0,06/17/19,2294.0,,
Michael Bennet,.0,06/17/19,1326.0,,
Joe Biden,41.0,06/17/19,12919.0,,
Beto O'Rourke,1.0,06/17/19,4212.0,,
Kamala Harris,6.0,06/17/19,6600.0,,
Elizabeth Warren,12.0,06/17/19,13505.0,,
Cory Booker,1.0,06/17/19,3569.0,,
Kirsten Gillibrand,.0,06/17/19,2294.0,,
Amy Klobuchar,1.0,06/17/19,1421.0,,
Julian Castro,.0,06/17/19,1074.0,,
Tulsi Gabbard,.0,06/17/19,5931.0,,
Jay Inslee,.0,06/17/19,1178.0,,
John Hickenlooper,.0,06/17/19,1061.0,,
John Delaney,.0,06/17/19,31.0,,
Pete Buttigieg,8.0,06/17/19,17900.0,,
